Question_darija_processesd,Answer_darija_processesd,Category
عندي صداع قاتل فالجسم كامل وخاصة من لتحت وخاصني نعرف واش نوقف ولا نخدم حيت كاين وجع فليد ليمن ديالي لي كايعرفني نلعب التنس,مرحبا. كيبان بلي راك محتاج شي طبيب. يمكن تحتاج لفحص طبي ولا شي راديو ديال العمود الفقري.,Neurology
طفلي عندو آلام فرجليه وحتى فظهر ركبتو ملي كيكون عندو سنتين ونص. دكتور ديال الأعصاب قال ليه بلي شحنات الكهربا ديالو وبدات ليه الصداع. بقينا كنعالجوه هادي عامين وخرجو منو و...,خاصك تمشي تشوف شي طبيب ديال لعظام باش يشوف حالتك و يعرف علاش فيك لعرج باش يداويوك,Neurology
سولت على الصوت اللي كاين ف راسي، بحال شي آلة كتهضر ولا شي صوت قوي، صعيب نوصفو، و قال لييا الطبيب راه عادي، ولكن حاس بلي ماشي عادي، و حسيت بيه هادي شهراين.,خاصنا نصورو بالمرنان المغناطيسي الدماغ ونتحطو على منطقة النخيخ والاعصاب القحفيه السمعيه,Neurology
السلام عليكم. أنا خو ديال شي واحد تعرض لحادث سير و جاتو نزيف فالراس و تهرسات ليه رجلو. الطبيب ماقدرش يدير ليه عملية وخاصو يبرد سيمانتين دابا. و لكن هاد سيمانتين هادي اختفى.,الوضعية كاتحسن بزاف وكاتستاجب للعلاج وكاتنصحو باستمرار العلاج و التتبع حتا يرجع الوعي كامل,Neurology
السلام عليكم. عندي صداع، و عندي مشكل فالعين و اليسرى ديال الوجهة. كنحس بشي دقات كهربية فمنطقة بين الأذن والعين اليسرى ديالي. هاد الشي كايوقع غير شي مرات قصار.,على الأغلب التشخيص صحيح، ولكن كننصح بعمل رانين لمغناطيسيا ديال الدماغ و الشرايين ديال الدماغ,Neurology
كايخرج من الجلد تحت الراس شي كرة د الزبل ملي كايكون لبرد و كاتحس بالدوخة بزاف و كاتحس براسك كاتطيح,عافاك قيس لينا الضغط، دير راديو الأشعة السينية، وصور مقطعية، وصور مقطعية للرؤية، وصور دم كامل، وعاود لينا النتائج باش نقدر نعطي العلاج المناسب.,Neurology
عندي إصابات فالصدر و الظهر، وخاصني نلبس صبابط صغار. كنحس بالوجع فالأطراف ديال الرجلين والرجلين ديال الصدر، وخاصني نوقف غير على صباع رجلي. كنتابع مع طبيب العظام ووجهني لطبيب العصب.,إلا كان النخاع الشوكي تحت الضغط بسباب الانزلاق من الفضلة، راه خاصو يتدار ليه عملية جراحية,Neurology
عندي مشكل فالعين و الراس. شحال هادي وانا كنشوف شي واحد كيشوفني و كيسولني علاش عندي الصداع. هاد الصداع بدا من قدام الراس و بقى 6 شهور. دابا حتى العين بدات كتشوفني شي واحد كيشوفني و كيسولني علاش عندي شبوره فالعين.,كانقتارح عليك تشوف شي طبيب ديال الدماغ حيت كايبان بلي عندك الصداع النصفي.,Neurology
ولدي عندو 7 سنين و عندو صرع جزاوي و النيف مسدود فالعيين ديالو اليمنيين و عندو مرض فالكبدة G6PD و ملي كيتصاب بالبرد ولا الحساسية كيبدا كيحس بيه. شنو خاصني نعطيه؟ الدوا لي كنا كنعطيه خلاه يخافض ليه الحرارة و ممنوع. بغيت نعالج عيني.,الحرارة طالعة بزاف وخاصك تاخد الباراسيتامول، المضادات الحيوية حتى هي مزيانة، ولكن خاصك تشوف الطبيب.,Neurology
كايقول بلي كايحس براسو مريض، دار راسو مزيان، ولكن مازال كايحس براسو مريض. دار راسو مزيان، ولكن مازال كايحس براسو مريض.,كايقترح قياس ضغط الدم و نسبة السكر فالدم مع فحص الاذن الوسطى و المعطيات ديال النتائج باش يقدر يقيم الحالة ديالك,Neurology
عندي 26 عام و دابا بديت كانحس بشي حاجة خايبة فكرشي، واش هادشي خطير ولا غير عادي؟,هو مرض كيسببوه التغيرات الهرمونية وكيخافض بشوية، وكتقدر تنقص من الأعراض ديالو بتناول دوا سميتو ميتيربتالين جوج قرصات ملي كتحس بشي حاجة شبيهة بالشقيقة.,Neurology
كانقلب علا جراح تاع ناضى كفء أُلا خابير لعيون ديالي فعمرو ست سنين واش كاينين ف العرب أُلا ف أروپّا؟,تابعنا على الاستشارات الخاصة بموقع الطبى مع شرح الحالة المرضية لابنك بالتفصيل مع موافاتنا بنتائج التحاليل والاشعات والله المستعان لافادتك انشاءالله,Neurology
علاج لعارضة ديال لعيالات,نوصيوك تدير اشعة رنين مغناطيسية للفقرات العجزية القطنية و دير رسم عصب بالكمبيوتر على عرق النسا بالطرف السفلى المصاب وتواصل معانا باش تاخد استشارات خاصة فموقع الطبى ديالنا وغادي نعطيوك النتائج باش نقيمو حالتك ونوصيوك بالعلاج المناسب ونتابعو حالتك حتى تفيق من المرض إن شاء الله.,Neurology
شنو هو التأثير الجانبي ديال دوا ديال المهدئ كيتيل؟ واش صحيح بلي كيسبب الزهايمر؟,هو دوا ديال المهلوسة من نوع البنزوديازبين، وكيسبب التعود والادمان، وكيأثر على الوظائف المعرفية ديال الدماغ والذاكرة، وكيسبب مرض الزهايمر مع التقدم فالعمر.,Neurology
من خمسة أيام، وقعت على راسي من لور فوق ركبتي، وبديت كانحس بالانفاس ديالي متقلبا. ما وقفتش على رجلي، ولكن دابا كاين وجع ف راسي.,كايقتارح يدير شي أشعة د الراديو للمخ باش يعاوننا نقيمو لحالا ديالك و يوصي بداكشي لي خصك دير.,Neurology
واحد النهار دكتور قال ليا بلي وقع ليه شي حاجة فالعين ديالي وبدات كتعاني من الغبرة وبديت كانحس بالضو مشوش، بقيت مغمض عينيا مدة طويلة وبديت كانحس بالضو كيرجع، دابا رجعات ليا العين ديالي طبيعية.,كانقتارح تشوف شي طبيب ديال الباطن و تفحص القلب و تضمن بلي الضغط ديال الدم مزيان و تديرو ليه شي تفتيش للعينين,Neurology
السلام عليكم. عندي 16 عام. كنحس بالصداع بزاف، كيجيني غير فالجانب اليمين وشي مرات فالجانب اليسار، وكيوصل حتى للراس من لور وكيقصح ملي كنحني راسي للتحت.,خاصو يمشي عند شي طبيب نفسي باش يشوف واش ماشي غير كايتخلع.,Neurology
ولدي عندو 16 عام، وقعلو تلاتة دالوقت اللي كيتشنج فيه جسمو ولا كيحس بلي حوالينو كيتحركو لمدة ساعة تقريبا. فواحد من هاد المرات، خرج الزغب من فمو.,معاك عندك الحق. خاصنا نقنعو الوالد ونتناقشو مع طبيب نفسي باش يشوف الحالة ديال الطفل ويصلحها.,Neurology
عندي صداع مزمن من نصي من الراس ليمن، هادي كتر من 13 عام. شنو السبب؟,الصداع النصفي هو مرض كيسببوه الأعراض بحال الصداع، النوبات، وكيجي معاه علامات بحال الضغط.,Neurology
